Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
49,Inverse,2.51156716418,0.6607723880597015,29.0,1.0,0.6272033582089552,0.033569029850746245,0.07316791044776116,0.2660597014925372,0.956470237562,0,0.579792719127,0
50,Thumper,2.46410447761,0.6645373134328358,22.0,1.0,0.6229962686567165,0.041541044776119404,0.06417537313432835,0.27128731343283574,1.0,0,0.590613277307,0
51,Cycle Hunter,2.31656716418,0.9291082089552238,5.0,1.0,0.7043432835820895,0.22476492537313442,0.0327481343283582,0.0381436567164179,0.994057162775,0.973037640155,0,0
52,Prober 2,2.30947761194,0.6662705223880597,30.0,0.0,0.5578544776119404,0.10841604477611944,0.07478917910447762,0.2589402985074626,1.0,0.569739128458,1.0,0.337653654393
53,Tester,2.19944029851,0.46818097014925375,28.0,0.0,0.3824888059701492,0.08569216417910447,0.1298022388059702,0.4020167910447761,0.803313067341,0.418710546687,1.0,0.296638583047
54,Tullock: 11,2.18608208955,0.4893731343283582,63.0,1.0,0.4030764925373133,0.08629664179104478,0.11687126865671639,0.39375559701492546,0.826639676695,0.608574638718,0.614774930764,0.218981394075
55,Stochastic Cooperator,2.18335820896,0.5685149253731343,44.0,1.0,0.39059328358208956,0.17792164179104478,0.14528917910447764,0.28619589552238806,0.935804371489,0.227164846826,0.264168099029,0.422381654393
56,Adaptive,2.17686567164,0.4842257462686567,53.0,1.0,0.31552425373134324,0.16870149253731356,0.17794962686567165,0.33782462686567155,0.922135583665,0.924780951708,0.113853309949,0.200163907583
57,Ripoff,2.17451492537,0.4611529850746269,34.0,0.0,0.37666791044776105,0.08448507462686565,0.12629664179104483,0.41255037313432846,0.975136165169,0.442053679643,1.0,0.27432066909
58,"Feld: 1.0, 0.5, 200",2.17160447761,0.4206884328358209,72.0,1.0,0.3462966417910447,0.0743917910447761,0.13867537313432832,0.4406361940298509,0.903880178524,0,0.847306833607,0
59,Knowledgeable Worse and Worse,2.14723880597,0.49696641791044777,43.5,0.9945,0.27732649253731334,0.21963992537313437,0.20241791044776128,0.30061567164179104,0.727916410313,0.562657436669,0.452315380796,0.303550145781
60,Hard Go By Majority: 5,2.10567164179,0.49799067164179106,40.0,0.0,0.3950671641791045,0.10292350746268655,0.10532089552238807,0.39668843283582095,1.0,0.696546192287,0.839634114253,0
61,ALLCorALLD,2.10503731343,0.599,37.0,0.599,0.452203358208955,0.14679664179104485,0.08346268656716421,0.3175373134328359,1.0,1.0,0,0
62,Stochastic WSLS: 0.05,2.09985074627,0.5642257462686567,37.0,1.0,0.3125149253731343,0.2517108208955225,0.18108022388059697,0.25469402985074624,0.949645308294,0.0497160683783,0.0505925502051,0.949388598246
63,Hard Go By Majority,2.0853358209,0.4891847014925373,41.0,0.0,0.37761567164179105,0.1115690298507463,0.11034701492537323,0.40046828358208947,1.0,0.861169755062,0.826614994813,0
64,Fortress3,2.08451492537,0.28923694029850744,49.0,0.0,0.09728731343283584,0.19194962686567177,0.2693003731343285,0.4414626865671639,1.0,0,0,0.461533876563
65,TF2,2.0822761194,0.20730783582089551,75.0,1.0,0.17331343283582093,0.03399440298507464,0.19179104477611944,0.600901119402985,0.496629734256,0,0.609218377131,0.0844092342736
66,Risky QLearner,2.07873134328,0.8601641791044776,27.0,0.948,0.5994794776119402,0.26068470149253736,0.03438619402985076,0.10544962686567166,0.950103354893,0.928797310025,0.952438910481,0.630067204491
67,Cautious QLearner,2.07847014925,0.8567108208955224,27.0,0.95275,0.5976921641791045,0.2590186567164178,0.03436753731343285,0.1089216417910448,0.95027926916,0.922323896941,0.949300482026,0.595611544292
68,Fortress4,2.0727238806,0.2130858208955224,51.5,0.0,0.06633768656716418,0.1467481343283583,0.270339552238806,0.5165746268656717,1.0,0,0,0.30278292467
69,Hesitant QLearner,2.07205223881,0.8591865671641791,27.0,0.94625,0.5973115671641792,0.26187499999999997,0.03500373134328357,0.1058097014925373,0.947807290682,0.928014263083,0.950814461818,0.616920227148
70,Naive Prober: 0.1,2.05768656716,0.41037873134328356,72.0,1.0,0.3333768656716416,0.07700186567164179,0.11700559701492541,0.4726156716417911,0.898756442987,0,0.898670053244,0
71,Joss: 0.9,2.05104477612,0.4063824626865672,72.0,1.0,0.32941044776119405,0.07697201492537314,0.11730597014925372,0.4763115671641791,0.900574568776,0,0.89868232708,0
72,Cycler CCCDCD,2.0475,0.6716417910447762,33.0,1.0,0.3287201492537312,0.34292164179104473,0.18204104477611946,0.14631716417910454,0.548349631003,0.55222634833,1.0,1.0
73,Hard Go By Majority: 40,2.03585820896,0.4480391791044776,50.0,0.0,0.3664869402985075,0.08155223880597011,0.09551119402985074,0.45644962686567164,1.0,0.849496426069,0.788500208573,0
74,Hard Go By Majority: 20,2.01223880597,0.42778544776119404,53.0,0.0,0.3573955223880596,0.0703899253731343,0.09144962686567164,0.4807649253731344,1.0,0.741840571964,0.767667572767,0
75,ThueMorseInverse,2.01100746269,0.5,39.0,1.0,0.18568470149253727,0.3143152985074627,0.23732276119402979,0.2626772388059701,0.291753393783,0.404828338573,0.607746013821,0.753759576246
76,Cycler CCD,2.00839552239,0.6716417910447762,29.0,1.0,0.3213880597014925,0.3502537313432836,0.17712313432835816,0.15123507462686575,0.472796679572,0.62592694474,1.0,1.0
77,SolutionB5,2.00664179104,0.3930018656716418,65.0,0.0,0.3313768656716418,0.06162500000000001,0.10214552238805971,0.5048526119402985,1.0,0,0.816628407491,0
78,Hard Go By Majority: 10,1.9902238806,0.41314738805970147,54.0,0.0,0.35622574626865666,0.05692164179104475,0.08430037313432837,0.5025522388059702,1.0,0.723317672244,0.753916114503,0
79,Meta Winner Stochastic: 47 players,1.98962686567,0.022173507462686568,77.0,1.0,0.009729477611940297,0.012444029850746262,0.24434888059701482,0.7334776119402987,0.0440084818933,0.0552088394752,0.0246514690519,0.0179513770462
80,"ZD-Extort-2: 0.1111111111111111, 0.5",1.95958955224,0.27969402985074626,79.0,1.0,0.22378917910447763,0.05590485074626863,0.14004850746268654,0.5802574626865671,0.889283588515,0.502166408886,0.333977779917,0
81,Random: 0.5,1.95720149254,0.500598880597015,35.5,0.49025,0.20950000000000002,0.2910988805970149,0.20886194029850755,0.2905391791044777,0.50249571249,0.501835578065,0.498025639568,0.499081275586
82,Meta Winner: 173 players,1.95287313433,0.007462686567164179,90.5,1.0,0.006175373134328364,0.0012873134328358201,0.2336100746268655,0.7589272388059702,0,0,0,0
83,Cycler CCCCCD,1.95003731343,0.835820895522388,31.0,1.0,0.46414925373134336,0.37167164179104467,0.09702238805970152,0.06715671641791046,0.800460954631,0.856468261755,1.0,1.0
84,Meta Winner Long Memory: 95 players,1.94623134328,0.007462686567164179,90.0,1.0,0.006160447761194036,0.0013022388059701483,0.23307835820895498,0.7594589552238808,0,0,0,0
85,Desperate,1.92432835821,0.36328544776119404,40.0,0.50375,0.062445895522388044,0.300839552238806,0.2745671641791045,0.3621473880597015,0,0,0,1.0
86,SelfSteem,1.91313432836,0.4565839552238806,39.0,0.50525,0.23578544776119414,0.22079850746268667,0.16477985074626864,0.37863619402985055,0.717356698115,0.374756331266,0.616294915777,0.272326637494
87,CollectiveStrategy,1.91130597015,0.01901679104477612,86.0,1.0,0.016874999999999987,0.0021417910447761182,0.2194925373134328,0.761490671641791,0.559343580379,0,0,0.193960773662
88,Meta Minority: 173 players,1.90451492537,0.6064048507462687,36.0,0.0,0.1553451492537313,0.4510597014925374,0.26087686567164176,0.1327182835820896,0.203673934523,0.999993128565,0.00592304896548,0.994266046396
89,Bully,1.90100746269,0.5878339552238806,39.0,0.0,0.1387089552238806,0.449125,0.26874067164179094,0.14342537313432838,0,1.0,0,1.0
90,Hopeless,1.89891791045,0.7410298507462687,35.0,0.499,0.2569477611940299,0.48408208955223886,0.21854664179104477,0.04042350746268656,0,1.0,1.0,1.0
91,Opposite Grudger,1.88895522388,0.9176399253731343,18.0,0.0,0.5927033582089554,0.3249365671641792,0.00690858208955225,0.07545149253731344,1.0,1.0,1.0,0
92,Anti Tit For Tat,1.88664179104,0.5989458955223881,37.0,1.0,0.14071268656716424,0.45823320895522385,0.26337313432835807,0.13768097014925382,0,1.0,0,1.0
93,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",1.88014925373,0.16548507462686568,82.5,1.0,0.12208208955223875,0.04340298507462686,0.1711623134328358,0.6633526119402986,0.640750487337,0,0.466413520568,0
94,Predator,1.8797761194,0.08577611940298507,70.5,1.0,0.06303358208955223,0.022742537313432825,0.19377052238805967,0.7204533582089553,0.661171767463,0,0.252360278844,0.0392230079194
95,$e$,1.87223880597,0.7895746268656716,30.0,1.0,0.3003041044776118,0.4892705223880598,0.18753171641791055,0.022893656716417903,0.524607495439,1.0,0.736468152152,1.0
96,Cooperator Hunter,1.87182835821,0.9661436567164179,18.0,1.0,0.5720559701492539,0.39408768656716403,0.029190298507462686,0.004666044776119407,0.954492708304,1.0,0,1.0
97,Tricky Cooperator,1.86044776119,0.838348880597015,29.5,1.0,0.3890317164179105,0.4493171641791045,0.1314421641791045,0.030208955223880597,0.882384002506,1.0,0,1.0
98,Defector,1.85940298507,0.0,93.0,0.0,0.0,0.0,0.21361194029850752,0.7863880597014925,0,0,0,0
99,$\phi$,1.83171641791,0.7100279850746268,34.0,1.0,0.2178264925373134,0.4922014925373135,0.21951119402985064,0.0704608208955224,0.403446770551,1.0,0.325233601959,1.0
100,Handshake,1.7378358209,0.12788805970149253,80.0,1.0,0.050509328358208976,0.07737873134328356,0.17694402985074628,0.6951679104477612,0.886407820327,0.985039931182,0,0.552299457713
